Budget_kUSD,Duration_Months,Team_Size,Scope_Changes,Quality_Incidents,Stakeholder_Count,Team_Experience_Years,Vendor_Reliability_Score,Complexity_Score,Risk_Level
588.6,10.6,13,6,0,3,5.9,9.8,6.9,Low
666.31,12.0,12,4,0,8,6.7,9.9,2.9,Low
623.07,13.6,16,1,0,14,2.5,7.5,4.4,Low
576.09,12.0,17,1,0,12,5.0,4.0,1.1,Low
660.0,10.7,18,3,3,3,2.9,9.4,7.2,Low
675.39,11.7,3,2,0,10,7.1,7.4,3.9,Low
707.32,11.7,19,1,0,7,3.1,6.2,6.1,Low
597.31,10.9,13,2,1,8,3.4,9.0,9.6,Medium
474.93,11.2,19,0,0,4,4.1,6.4,3.7,Low
522.01,16.8,18,2,1,4,9.5,4.2,9.9,Low
680.98,13.7,7,4,1,14,7.0,8.9,6.7,Medium
377.46,11.1,16,3,0,11,8.2,7.3,3.2,Low
555.3,14.1,4,2,0,5,1.4,6.0,4.9,Low
441.0,11.0,7,1,0,8,2.5,5.5,7.7,Low
504.31,15.5,4,1,2,12,7.7,7.6,5.0,Low
691.77,13.1,2,0,1,7,1.5,5.2,1.6,Low
528.66,11.7,14,0,1,14,3.7,5.9,2.5,Low
506.97,13.3,15,3,1,6,9.1,7.8,8.1,Low
296.02,7.3,14,0,2,12,3.1,9.3,6.8,Low
611.94,8.6,5,3,0,4,1.4,7.2,6.1,Medium
596.82,8.4,8,2,1,10,5.1,8.6,2.5,Low
824.49,12.4,11,0,0,12,1.4,8.6,8.5,Medium
453.83,17.2,8,4,0,9,7.5,8.0,9.6,Low
532.87,18.7,16,0,0,13,3.2,5.5,1.4,Low
537.41,13.9,16,2,0,4,2.8,9.2,1.7,Low
736.62,13.5,5,2,1,8,5.1,6.6,9.0,Medium
485.71,6.6,7,3,1,10,4.2,4.3,8.3,High
541.85,10.4,6,5,0,9,5.5,5.5,6.6,Medium
591.18,9.6,13,1,1,3,6.0,8.6,9.5,Low
527.99,10.1,2,0,2,7,4.6,4.4,6.8,Medium
433.03,11.5,9,2,2,4,2.7,4.9,2.9,Low
529.11,10.6,2,1,2,8,6.5,8.2,7.6,Medium
661.04,6.1,6,3,0,9,3.6,9.4,6.8,Medium
346.02,14.2,7,5,0,9,3.3,7.8,9.9,Medium
519.95,8.8,4,2,1,5,5.3,5.3,2.9,Low
394.98,12.7,16,1,0,9,1.1,4.3,6.4,Low
679.26,18.2,6,2,0,7,5.8,7.7,8.0,Low
271.52,9.2,15,1,3,10,5.4,4.3,4.1,Low
416.16,4.4,19,1,3,14,7.2,7.7,4.4,Low
556.58,11.1,17,1,1,10,4.0,5.4,9.0,Low
734.83,15.3,7,3,0,9,7.6,9.4,4.6,Low
490.14,17.9,15,2,2,8,6.1,6.9,6.6,Low
416.72,8.3,9,1,2,4,4.9,5.3,9.0,Medium
782.17,13.5,8,0,0,8,8.6,9.1,2.9,Low
282.8,10.6,9,1,1,14,5.2,5.5,9.8,Medium
170.18,11.7,14,1,0,13,4.0,5.8,7.3,Low
566.0,19.9,7,0,0,11,5.2,9.0,5.5,Low
424.69,7.5,19,2,3,4,3.9,5.9,4.9,Low
346.82,12.8,3,1,3,3,5.7,6.5,9.6,Medium
606.25,13.4,9,1,3,13,7.6,6.1,2.9,Low
536.57,15.3,12,2,0,7,5.0,4.7,3.8,Low
415.39,12.3,2,2,0,13,5.2,4.2,3.8,Low
307.95,12.9,7,3,0,8,6.6,8.3,3.6,Low
630.87,10.8,17,4,0,5,7.4,7.9,5.2,Low
597.53,12.8,13,1,0,10,4.1,5.7,9.9,Medium
485.12,11.0,12,2,0,9,5.3,5.8,9.0,Low
777.0,13.9,11,0,2,4,6.6,9.7,4.0,Low
339.49,10.9,4,2,2,14,5.7,9.9,4.8,Low
271.17,13.1,14,2,1,9,1.3,6.8,7.0,Low
396.21,11.9,4,2,0,3,7.0,8.8,1.2,Low
493.16,15.4,16,2,1,11,6.0,8.4,8.4,Low
536.5,11.8,17,0,1,9,6.2,5.8,8.9,Low
463.81,6.7,14,3,0,8,2.6,4.4,8.7,Medium
552.81,15.8,18,2,0,4,5.3,4.9,4.4,Low
312.27,9.3,4,2,0,5,6.7,9.0,5.2,Low
716.56,10.0,12,3,1,3,3.2,8.4,1.1,Low
487.68,10.2,12,1,0,12,3.8,8.0,4.6,Low
667.59,16.1,17,0,0,7,6.7,4.8,5.1,Low
551.41,5.6,4,3,0,11,3.7,7.8,9.2,High
568.51,21.4,7,0,0,8,4.6,8.6,9.0,Low
585.47,15.2,15,1,1,7,2.9,9.2,9.7,Low
567.16,12.7,19,5,2,14,8.6,4.1,9.0,Medium
596.41,11.8,18,1,2,5,6.0,8.1,1.1,Low
699.37,12.9,5,1,2,7,4.5,4.1,6.8,Medium
529.48,13.6,16,5,0,10,4.1,8.2,1.6,Low
606.35,13.9,12,5,2,14,2.5,7.8,3.5,Medium
486.54,13.7,4,4,2,4,4.8,4.9,6.2,Medium
716.02,12.3,4,2,0,7,6.3,8.6,7.3,Low
398.54,11.4,17,0,2,8,3.4,4.4,6.9,Low
770.14,11.5,6,1,3,12,5.2,9.0,1.4,Low
493.98,11.4,11,5,1,10,4.3,5.6,1.9,Low
285.38,15.4,5,3,1,10,7.8,8.1,2.2,Low
519.22,13.8,12,0,1,7,3.7,9.5,1.8,Low
397.84,3.2,3,1,0,11,6.6,6.0,2.6,Low
626.1,14.0,11,1,1,6,7.8,7.0,7.2,Low
402.11,12.6,12,2,0,14,4.2,6.8,8.5,Low
433.07,11.9,17,4,0,11,3.8,4.9,4.7,Low
216.57,10.8,12,2,1,13,6.8,7.5,7.2,Low
432.15,15.4,15,1,2,9,1.4,8.5,2.8,Low
136.42,14.8,3,1,1,8,5.9,9.5,9.8,Low
262.41,9.7,6,3,2,6,1.8,9.1,4.1,Low
614.06,13.2,6,2,2,4,7.4,7.1,8.6,Medium
617.87,9.1,13,3,0,10,4.5,8.3,9.5,Medium
563.82,7.9,19,2,1,8,4.8,8.8,8.8,Low
354.95,10.1,5,1,0,14,3.6,7.0,1.6,Low
492.84,14.6,18,0,1,5,1.8,4.7,6.9,Low
499.46,14.9,11,4,0,9,7.5,6.6,2.1,Low
326.25,13.5,7,5,2,12,4.7,9.1,1.1,Low
725.51,14.2,15,3,2,9,11.4,7.6,1.5,Low
631.6,13.5,12,0,0,8,3.4,8.3,9.2,Low
466.86,10.1,12,1,0,4,3.7,5.1,9.2,Low
504.03,13.3,19,4,1,10,3.2,9.8,3.0,Low
531.26,14.4,19,3,5,3,4.6,6.4,5.9,Low
193.74,14.3,12,2,0,3,8.2,7.9,9.6,Low
462.92,15.6,13,2,1,8,7.0,4.1,5.5,Low
397.7,14.1,6,2,1,7,2.0,4.8,4.5,Low
349.76,13.1,10,4,2,11,7.4,8.7,5.3,Low
457.83,15.2,10,1,0,14,6.4,9.8,8.1,Low
769.65,11.9,11,0,1,9,6.0,5.9,5.3,Low
596.13,9.4,2,1,1,4,3.6,4.2,8.0,Medium
414.32,11.5,8,5,1,14,3.8,6.2,4.9,Medium
585.89,9.8,5,4,0,9,5.3,4.1,3.3,Low
